SK_ID_CURR,TARGET
145214,0
145217,0
145218,0
145221,0
145228,0
145230,0
145232,0
145234,1
145239,0
145243,0
145253,NULL
145262,0
145265,0
145268,0
145272,NULL
145273,0
145274,0
145280,0
145282,NULL
145284,0
145285,0
145290,0
145291,0
145293,NULL
145294,NULL
145295,0
145301,0
145302,NULL
145304,0
145310,0
145319,0
145321,NULL
145329,1
145338,0
145342,0
145346,0
145347,NULL
145363,0
145370,0
145371,0
145377,NULL
145379,0
145381,0
145387,NULL
145396,1
145405,0
145411,0
145423,0
145424,0
145425,0
145430,1
145431,0
145434,0
145436,0
145437,1
145439,0
145441,0
145442,0
145446,NULL
145448,NULL
145452,1
145463,0
145464,0
145467,NULL
145468,0
145471,1
145475,0
145479,NULL
145480,0
145486,0
145493,0
145498,0
145501,NULL
145503,0
145508,NULL
145513,0
145514,0
145520,NULL
145527,NULL
145528,0
145530,0
145531,NULL
145532,1
145535,NULL
145538,0
145539,0
145540,0
145552,NULL
145553,0
145559,0
145562,NULL
145564,1
145566,1
145568,0
145575,0
145579,0
145581,1
145604,1
145607,NULL
145610,0
145613,NULL
145614,0
145621,NULL
145624,NULL
145627,0
145630,0
145633,0
145634,0
145636,1
145643,NULL
145644,NULL
145659,0
145661,1
145665,0
145671,NULL
145674,0
145678,0
145684,NULL
145685,0
145689,NULL
145702,NULL
145703,0
145704,1
145705,0
145712,NULL
145716,1
145728,NULL
145730,0
145732,NULL
145734,0
145736,0
145738,NULL
145740,0
145741,0
145747,0
145750,0
145756,0
145758,0
145760,NULL
145767,0
145772,0
145773,NULL
145777,0
145779,NULL
145787,0
145788,0
145791,0
145794,NULL
145802,NULL
145806,0
145810,0
145812,0
145816,0
145818,0
145822,NULL
145823,NULL
145826,0
145827,NULL
145828,0
145836,0
145837,0
145838,0
145839,0
145840,0
145842,NULL
145847,0
145848,0
145851,0
145854,NULL
145858,0
145860,0
145865,NULL
145866,NULL
145875,0
145876,NULL
145880,0
145881,0
145882,0
145883,NULL
145889,0
145892,0
145893,0
145896,0
145897,0
145902,0
145910,0
145911,NULL
145914,0
145916,0
145917,0
145927,0
145928,NULL
145934,0
145937,NULL
145953,NULL
145958,0
145959,NULL
145960,NULL
145961,0
145964,0
145965,0
145972,0
145973,1
145975,0
145977,NULL
145978,0
145980,0
145997,0
145999,NULL
146002,0
146004,0
146010,0
146015,0
146018,0
146019,0
146024,0
146025,0
146031,0
146034,NULL
146035,0
146036,0
146040,1
146041,0
146042,NULL
146044,0
146049,0
146051,0
146052,0
146058,0
146066,0
146068,0
146075,0
146076,NULL
146080,0
146089,0
146101,1
146105,0
146107,0
146108,NULL
146112,1
146116,0
146117,0
146120,0
146125,0
146129,0
146145,0
146157,0
146162,0
146168,0
146169,0
146170,0
146174,0
146177,NULL
146178,0
146189,NULL
146197,NULL
146201,0
146205,0
146211,0
146215,0
146222,0
146228,0
146234,0
146241,0
146243,NULL
146244,NULL
146248,0
146253,0
146254,0
146258,NULL
146259,0
146264,0
146265,0
146271,0
146272,0
146274,0
146275,NULL
146276,0
146279,0
146280,0
146281,NULL
146286,0
146288,0
146290,0
146296,0
146300,1
146301,0
146306,NULL
146307,NULL
146308,0
146311,NULL
146312,0
146319,0
146322,1
146329,0
146332,1
146343,NULL
146348,NULL
146350,NULL
146352,NULL
146354,0
146361,NULL
146365,0
146366,0
146371,1
146372,0
146373,0
146376,NULL
146383,0
146392,0
146394,0
146395,0
146399,0
146408,0
146412,0
146415,0
146417,NULL
146418,0
146425,1
146430,1
146436,0
146439,0
146448,0
146449,NULL
146452,0
146456,NULL
146460,0
146461,NULL
146463,0
146464,NULL
146465,0
146469,0
146470,NULL
146474,0
146478,NULL
146480,NULL
146483,1
146489,0
146492,0
146494,0
146499,NULL
146501,NULL
146505,0
146506,0
146507,1
146510,0
146511,0
146521,0
146523,NULL
146527,0
146531,NULL
146532,0
146536,0
146544,0
146545,0
146547,NULL
146549,0
146553,NULL
146554,NULL
146559,0
146563,NULL
146564,0
146572,0
146585,0
146588,0
146590,NULL
146592,0
146598,0
146599,0
146603,0
146609,0
146611,0
146626,0
146627,0
146628,0
146629,NULL
146632,NULL
146635,0
146645,NULL
146646,0
146650,0
146658,0
146659,0
146664,0
146665,0
146669,0
146672,0
146674,0
146675,0
146682,0
146684,NULL
146687,0
146689,NULL
146690,0
146692,0
146693,0
146696,NULL
146701,0
146705,NULL
146707,0
146710,0
146722,NULL
146726,0
146729,0
146731,0
146734,NULL
146736,0
146740,0
146742,0
146743,0
146745,0
146747,0
146748,0
146750,NULL
146758,0
146766,NULL
146769,0
146772,0
146773,0
146777,NULL
146779,0
146780,1
146781,0
146792,0
146795,0
146797,NULL
146798,0
146802,NULL
146805,0
146816,0
146817,NULL
146822,0
146826,NULL
146828,0
146830,1
146833,0
146837,0
146839,NULL
146841,0
146850,0
146853,0
146854,0
146857,0
146861,0
146863,0
146866,0
146867,0
146876,0
146882,1
146885,0
146899,0
146900,0
146901,0
146902,0
146907,0
146911,0
146915,NULL
146920,0
146922,NULL
146924,0
146925,0
146929,0
146931,NULL
146935,0
146943,NULL
146946,1
146947,0
146948,0
146956,0
146960,0
146969,NULL
146975,0
146976,NULL
146980,0
146988,0
146989,0
146990,0
146992,NULL
146993,0
146995,0
146996,NULL
146998,0
147000,NULL
147002,NULL
147003,0
147010,NULL
147011,0
147012,NULL
147015,NULL
147018,0
147019,NULL
147023,0
147024,1
147026,0
147028,NULL
147032,0
147034,0
147035,0
147043,0
147047,1
147051,NULL
147055,NULL
147057,0
147064,1
147067,0
147069,NULL
147070,0
147071,0
147076,0
147084,0
147087,0
147089,NULL
147092,NULL
147095,0
147096,0
147100,0
147115,NULL
147121,NULL
147130,0
147131,NULL
147148,0
147152,NULL
147154,0
147156,NULL
147158,0
147159,0
147160,0
147161,NULL
147162,0
147163,0
147169,NULL
147174,0
147178,0
147179,0
147181,0
147186,NULL
147187,0
147190,NULL
147191,0
147192,0
147193,0
147194,0
147200,0
147202,NULL
147203,0
147211,0
147212,0
147219,0
147228,NULL
147229,1
147232,0
147233,0
147236,0
147242,0
147244,0
147252,NULL
147256,0
147258,0
147260,0
147261,NULL
147266,0
147269,0
147271,0
147274,1
147276,0
147278,1
147282,0
147284,1
147288,0
147292,0
147295,0
147299,0
147311,0
147320,0
147321,NULL
147323,0
147327,0
147328,NULL
147330,0
147332,1
147333,0
147334,0
147336,0
147338,0
147339,NULL
147341,0
147347,NULL
147348,0
147349,NULL
147350,NULL
147352,0
147357,0
147358,0
147359,0
147365,1
147367,0
147368,0
147370,0
147374,0
147376,NULL
147378,NULL
147379,0
147381,0
147384,0
147387,0
147393,0
147395,0
147399,0
147405,0
147412,0
147414,NULL
147417,0
147419,0
147421,0
147423,0
147424,NULL
147430,0
147436,0
147437,NULL
147442,0
147445,1
147448,0
147450,NULL
147473,0
147477,0
147478,0
147484,1
147487,0
147490,0
147495,0
147499,NULL
147509,0
147512,NULL
147514,0
147517,NULL
147519,0
147520,NULL
147525,0
147526,0
147529,0
147536,1
147537,0
147539,0
147540,0
147542,0
147543,0
147546,0
147547,NULL
147550,0
147555,NULL
147556,0
147557,0
147559,NULL
147569,NULL
147573,NULL
147574,0
147575,0
147578,0
147591,0
147594,NULL
147595,0
147597,0
147600,0
147602,0
147604,0
147605,0
147606,0
147619,0
147620,NULL
147623,0
147626,NULL
147629,0
147634,0
147638,0
147642,0
147647,0
147650,0
147652,0
147653,0
147663,0
147664,0
147672,NULL
147674,0
147676,0
147679,0
147680,0
147683,0
147685,0
147692,1
147701,NULL
147704,0
147709,NULL
147719,0
147721,0
147728,0
147732,0
147736,NULL
147739,0
147743,0
147746,0
147747,NULL
147765,0
147767,0
147769,0
147772,0
147775,0
147777,0
147779,0
147780,NULL
147782,0
147785,0
147798,0
147800,0
147802,0
147805,0
147812,0
147813,0
147814,0
147816,NULL
147818,0
147819,1
147821,NULL
147825,0
147834,NULL
147838,0
147841,1
147843,NULL
147846,NULL
147853,0
147857,0
147859,0
147869,0
147871,0
147873,0
147876,0
147879,NULL
147880,0
147881,1
147885,NULL
147887,0
147890,0
147892,0
147894,0
147896,0
147897,NULL
147898,0
147900,0
147906,0
147908,0
147910,0
147914,0
147919,NULL
147926,0
147930,0
147934,NULL
147935,0
147936,0
147940,0
147944,0
147947,0
147948,NULL
147957,0
147961,0
147970,0
147971,0
147972,NULL
147973,0
147974,0
147980,NULL
147984,NULL
147988,0
147991,NULL
147996,0
147997,0
147999,0
148003,NULL
148007,0
148008,0
148019,0
148024,NULL
148028,0
148040,0
148041,0
148051,NULL
148055,0
148059,NULL
148066,NULL
148077,0
148085,NULL
148090,NULL
148092,0
148093,0
148094,0
148095,NULL
148096,0
148104,0
148111,0
148118,0
148119,0
148121,NULL
148125,0
148128,0
148130,NULL
148134,0
148136,NULL
148137,NULL
148139,0
148143,0
148145,0
148146,0
148147,0
148151,0
148152,NULL
148155,NULL
148173,0
148176,0
148177,0
148179,0
148181,0
148183,0
148189,NULL
148190,0
148191,NULL
148197,NULL
148200,NULL
148202,NULL
148203,0
148209,0
148211,1
148213,0
148220,0
148225,0
148226,0
148227,NULL
148239,0
148243,NULL
148251,0
148257,0
148264,0
148266,0
148273,0
148277,0
148279,0
148281,0
148284,1
148293,0
148295,NULL
148297,0
148298,0
148302,0
148303,0
148321,0
148326,0
148328,0
148329,NULL
148332,0
148334,0
148335,0
148338,0
148347,NULL
148348,0
148349,0
148351,0
148355,0
148365,0
148366,0
148367,0
148377,NULL
148381,0
148383,0
148387,0
148388,0
148397,0
148399,NULL
148411,NULL
148414,0
148416,0
148417,0
148418,NULL
148420,0
148422,0
148424,0
148426,NULL
148429,0
148431,0
148439,0
148441,1
148444,0
148446,NULL
148447,0
148452,NULL
148453,0
148455,0
148460,NULL
148461,0
148462,NULL
148466,NULL
148468,0
148470,NULL
148472,NULL
148473,0
148480,NULL
148482,NULL
148485,0
148486,0
148487,0
148489,0
148491,0
148492,0
148494,0
148495,0
148500,0
148502,0
148503,NULL
148505,0
148506,0
148509,0
148510,0
148514,NULL
148516,0
148518,0
148522,0
148524,NULL
148529,0
148536,0
148537,0
148542,NULL
148544,0
148552,0
148553,0
148554,0
148559,1
148560,0
148565,0
148566,0
148567,0
148568,0
148572,0
148576,0
148580,0
148583,0
148584,NULL
148589,0
148594,0
148598,0
148601,NULL
148603,0
148605,0
148608,0
148610,NULL
148612,0
148614,0
148615,0
148624,0
148629,0
148631,0
148635,0
148645,0
148647,0
148648,0
148650,1
148651,1
148652,NULL
148659,0
148660,0
148661,0
148664,NULL
148667,0
148668,NULL
148672,0
148676,0
148679,NULL
148682,0
148684,NULL
148691,NULL
148694,0
148698,0
148700,NULL
148703,0
148708,0
148710,0
148711,NULL
148714,NULL
148718,NULL
148719,1
148721,0
148725,0
148727,0
148731,NULL
148737,0
148741,NULL
148743,0
148745,0
148747,0
148758,NULL
148765,NULL
148771,0
148773,0
148774,NULL
148780,NULL
148782,0
148784,NULL
148788,0
148790,1
148793,0
148795,0
148801,0
148805,0
148806,0
148809,0
148811,0
148812,0
148821,0
148830,0
148832,0
148836,0
148837,NULL
148842,0
148846,0
148848,0
148853,1
148857,0
148858,0
148861,NULL
148864,0
148871,0
148875,0
148877,0
148881,0
148882,NULL
148889,NULL
148890,0
148891,NULL
148895,NULL
148901,0
148905,0
148906,NULL
148908,0
148914,1
148915,0
148921,0
148923,0
148924,0
148928,0
148934,0
148939,0
148940,NULL
148942,0
148958,0
148959,0
148962,NULL
148971,0
148976,0
148977,0
148978,0
148979,0
148981,0
148983,0
148988,0
148989,0
148990,1
148991,1
148993,0
148995,0
148998,1
148999,0
149001,0
149003,0
149005,0
149009,0
149012,NULL
149021,0
149032,0
149037,0
149039,NULL
149044,NULL
149045,0
149046,0
149048,NULL
149057,0
149058,0
149061,0
149066,0
149079,0
149082,NULL
149083,NULL
149084,0
149086,0
149091,0
149099,NULL
149102,0
149103,0
149104,NULL
149105,NULL
149108,NULL
149110,0
149111,NULL
149115,NULL
149121,NULL
149123,0
149128,0
149135,0
149141,0
149143,0
149144,NULL
149151,NULL
149153,NULL
149159,0
149162,NULL
149167,0
149168,0
149171,0
149173,0
149177,0
149178,NULL
149182,NULL
149187,0
149189,0
149190,0
149192,0
149194,1
149198,0
149202,0
149205,0
149210,0
149215,0
149217,0
149218,NULL
149219,NULL
149220,0
149224,NULL
149229,NULL
149230,0
149233,1
149235,NULL
149239,0
149250,0
149255,0
149256,NULL
149259,0
149262,0
149270,0
149271,0
149273,0
149278,0
149279,NULL
149280,0
149284,0
149294,0
149296,1
149297,0
149298,NULL
149301,0
149302,0
149306,0
149312,0
149313,NULL
149316,0
149322,0
149325,NULL
149327,0
149334,NULL
149343,1
149344,NULL
149345,0
149352,NULL
149356,1
149359,NULL
149363,0
149365,0
149367,NULL
149369,NULL
149370,1
149371,0
149373,0
149374,0
149377,0
149381,0
149382,0
149383,0
149385,0
149392,0
149395,0
149399,0
149403,0
149411,1
149413,0
149419,0
149421,NULL
149424,0
149429,NULL
149431,NULL
149433,NULL
149441,0
149448,0
149450,0
149451,0
149454,0
149457,0
149458,0
149459,0
149461,NULL
149463,NULL
149464,NULL
149474,NULL
149475,0
149476,0
149483,NULL
149484,0
149486,0
149495,0
149504,NULL
149510,0
149511,0
149513,0
149514,0
149515,NULL
149516,0
149527,0
149529,NULL
149539,0
149542,1
149552,0
149555,1
149556,0
149559,0
149573,0
149580,NULL
149585,NULL
149591,0
149593,0
152285,NULL
149598,0
149600,0
149602,0
149603,0
149608,NULL
149616,0
149618,1
149619,0
149623,1
149628,0
149630,1
149631,NULL
149632,0
149638,0
149646,NULL
149647,0
149649,0
149650,0
149653,0
149654,0
149655,0
149659,0
149660,NULL
149667,0
149674,1
149679,0
149681,0
149688,NULL
149692,0
149696,0
149697,1
149699,0
149700,0
149701,0
149706,NULL
149707,0
149716,0
149728,1
149731,0
149735,0
149743,0
149744,NULL
149747,0
149748,0
149749,NULL
149751,0
149753,0
149754,0
149757,0
149759,0
149766,0
149768,0
149770,0
149774,0
149775,NULL
149777,0
149778,0
149781,NULL
149782,0
149783,NULL
149786,1
149788,0
149794,0
149795,0
149799,NULL
149802,0
149804,0
149806,NULL
149807,NULL
149817,0
149820,0
149822,0
149824,0
149826,NULL
149827,NULL
149829,0
149830,0
149833,1
149839,1
149840,0
149843,0
149844,0
149845,0
149851,0
149869,0
149870,0
149871,0
149879,0
149881,0
149883,NULL
149885,0
149895,0
149896,0
149902,0
149903,0
149905,0
149910,0
149911,0
149912,0
149913,NULL
149914,NULL
149915,0
149920,0
149921,0
149922,NULL
149923,NULL
149931,0
149934,0
149937,0
149941,0
149959,0
149960,0
149965,0
149966,0
149972,NULL
149974,NULL
149980,0
149982,0
149983,0
149991,NULL
149993,NULL
149997,NULL
150004,0
150008,0
150009,0
150011,NULL
150013,NULL
150014,0
150015,0
150022,0
150027,1
150033,1
150040,0
150042,0
150051,0
150052,0
150053,0
150056,0
150057,0
150058,0
150059,0
150062,0
150063,0
150066,0
150067,0
150075,0
150079,NULL
150090,0
150091,0
150096,NULL
150097,0
150101,NULL
150102,NULL
150105,1
150107,0
150109,0
150113,0
150129,0
150131,0
150137,0
150138,0
150142,0
150144,0
150147,1
150152,NULL
150161,0
150163,NULL
150164,0
150167,0
150169,0
150170,0
150171,0
150172,0
150182,0
150185,NULL
150186,0
150191,0
150196,0
150197,0
150199,0
150202,0
150218,0
150220,NULL
150227,0
150231,0
150232,NULL
150239,0
150242,NULL
150246,0
150248,0
150249,0
150256,0
150263,0
150265,NULL
150266,0
150270,0
150274,0
150275,NULL
150277,0
150278,0
150280,NULL
150281,0
150290,0
150298,NULL
150309,NULL
150317,NULL
150319,0
150320,0
150328,NULL
150330,0
150331,0
150332,NULL
150336,0
150337,0
150345,0
150348,0
150353,0
150355,0
150360,0
150364,0
150369,0
150370,NULL
150371,NULL
150375,0
150380,NULL
150387,0
150394,0
150395,0
150398,0
150399,0
150400,NULL
150405,0
150407,0
150408,0
150411,NULL
150412,NULL
150416,0
150417,1
150423,0
150424,NULL
150426,0
150429,0
150430,0
150432,0
150434,1
150436,NULL
150438,NULL
150439,0
150454,0
150456,0
150466,0
150471,0
150483,0
150489,0
150491,0
150493,0
150497,NULL
150498,0
150502,0
150504,0
150509,0
150510,NULL
150512,0
150514,0
150516,0
150521,0
150522,0
150525,NULL
150530,1
150533,0
150534,NULL
150536,0
150537,0
150540,0
150542,0
150547,0
150549,0
150551,0
150556,NULL
150557,NULL
150563,NULL
150564,0
150570,0
150575,0
150583,0
150584,1
150586,0
150587,0
150589,0
150593,NULL
150602,NULL
150607,1
150608,0
150609,NULL
150610,0
150611,0
150612,0
150625,0
150632,0
150633,0
150641,0
150642,1
150643,0
150644,NULL
150645,0
150646,0
150661,0
150663,NULL
150665,NULL
150669,NULL
150671,0
150672,1
150677,NULL
150678,0
150681,0
150683,NULL
150684,NULL
150686,0
150694,0
150697,NULL
150705,0
150709,0
150711,0
150712,NULL
150717,0
150719,NULL
150720,0
150721,0
150723,NULL
150725,1
150726,0
150733,0
150739,1
150761,0
150763,0
150765,0
150766,0
150767,0
150769,0
150775,0
150780,0
150791,0
150793,NULL
150795,0
150799,NULL
150814,NULL
150815,0
150826,0
150829,0
150832,NULL
150834,0
150835,0
150837,NULL
150838,0
150839,0
150840,0
150842,NULL
150849,0
150856,NULL
150857,0
150859,0
150863,NULL
150868,0
150872,0
150873,0
150879,NULL
150882,NULL
150883,0
150884,0
150885,NULL
150890,NULL
150891,NULL
150894,1
150898,0
150899,0
150905,1
150906,0
150908,0
150912,NULL
150915,0
150922,0
150923,0
150925,0
150927,0
150928,0
150931,0
150932,0
150934,0
150937,0
150940,0
150942,NULL
150947,0
150948,0
150954,0
150957,0
150959,NULL
150960,NULL
150962,0
150963,0
150969,0
150972,0
150974,0
150978,0
150992,0
150995,0
150996,0
150997,0
151000,0
151013,0
151014,0
151015,0
151019,0
151025,NULL
151028,NULL
151031,0
151032,0
151033,0
151037,0
151038,0
151050,0
151059,1
151076,0
151077,0
151082,0
151086,0
151087,1
151088,NULL
151093,0
151094,0
151097,0
151099,0
151101,0
151105,1
151106,NULL
151109,1
151118,NULL
151120,NULL
151122,0
151123,0
151132,0
151134,NULL
151136,0
151140,0
151146,0
151151,NULL
151152,NULL
151157,0
151160,1
151171,0
151172,0
151175,0
151178,0
151180,0
151182,0
151189,NULL
151194,1
151195,0
151198,0
151199,0
151200,0
151201,1
151205,NULL
151208,0
151209,0
151210,0
151215,0
151219,0
151221,NULL
151224,0
151234,NULL
151236,NULL
151238,0
151240,0
151241,0
151249,0
151257,NULL
151261,0
151265,0
151268,0
151271,0
151272,0
151280,0
151282,NULL
151284,0
151287,1
151292,0
151299,0
151300,0
151305,0
151307,0
151314,0
151316,NULL
151321,NULL
151327,0
151332,NULL
151337,0
151338,1
151339,NULL
151350,0
151351,0
151353,0
151359,0
151360,NULL
151363,0
151365,NULL
151368,0
151369,0
151370,0
151373,NULL
151375,0
151376,NULL
151377,0
151379,NULL
151380,0
151381,0
151382,0
151384,1
151388,0
151393,0
151398,0
151401,0
151404,0
151405,0
151408,0
151413,NULL
151416,0
151417,NULL
151425,0
151427,0
151429,0
151430,NULL
151431,0
151432,NULL
151435,0
151438,NULL
151440,0
151441,0
151445,0
151448,0
151457,NULL
151465,0
151469,0
151470,1
151471,0
151472,0
151475,0
151479,0
151491,NULL
151492,1
151497,0
151501,NULL
151502,NULL
151505,0
151506,NULL
151507,0
151510,0
151511,0
151513,1
151515,1
151517,0
151522,NULL
151523,1
151524,0
151532,NULL
151534,0
151538,NULL
151541,0
151544,0
151545,0
151547,NULL
151548,0
151550,0
151552,1
151555,0
151560,0
151562,0
151564,1
151567,NULL
151576,0
151582,0
151584,0
151587,0
151595,0
151598,NULL
151601,NULL
151602,1
151606,0
151614,0
151618,0
151619,0
151626,0
151627,0
151629,NULL
151634,NULL
151639,0
151645,NULL
151646,0
151662,0
151671,1
151673,0
151681,NULL
151682,0
151684,0
151685,0
151689,0
151690,NULL
151694,0
151698,0
151699,0
151705,NULL
151707,NULL
151712,0
151718,NULL
151721,0
151725,0
151727,0
151731,0
151732,NULL
151733,0
151739,0
151740,1
151747,0
151755,0
151758,0
151760,0
151768,0
151770,0
151777,NULL
151778,0
151779,0
151787,0
151791,NULL
151792,0
151797,NULL
151799,0
151804,0
151805,0
151807,0
151808,0
151815,0
151816,0
151817,0
151820,0
151825,0
151827,0
151829,0
151831,0
151833,0
151836,0
151842,0
151843,0
151849,0
151853,NULL
151854,0
151861,NULL
151864,0
151865,0
151874,0
151878,0
151879,NULL
151881,0
151884,NULL
151885,0
151886,NULL
151887,0
151889,0
151890,0
151891,0
151904,1
151905,0
151906,0
151907,0
151910,NULL
151917,0
151923,0
151925,NULL
151926,0
151929,0
151935,NULL
151937,0
151941,0
151943,0
151944,0
151949,0
151955,NULL
151956,0
151959,0
151961,0
151967,0
151971,NULL
151972,0
151981,0
151983,0
151989,0
151991,0
151994,0
151996,NULL
151997,0
152008,0
152010,NULL
152014,0
152019,0
152021,0
152023,0
152024,0
152026,NULL
152030,0
152037,0
152044,0
152052,0
152056,NULL
152058,NULL
152060,0
152068,0
152070,0
152074,0
152082,0
152090,0
152094,0
152095,0
152106,NULL
152110,NULL
152112,0
152113,NULL
152114,NULL
152118,NULL
152120,0
152122,0
152126,NULL
152133,NULL
152138,0
152139,0
152144,0
152153,0
152159,NULL
152167,0
152168,NULL
152169,0
152175,0
152187,0
152189,NULL
152190,0
152195,1
152196,0
152198,1
152201,0
152208,0
152209,1
152212,0
152217,0
152223,0
152225,0
152228,0
152234,NULL
152235,0
152237,0
152238,NULL
152242,0
152244,NULL
152247,0
152253,0
152254,0
152257,NULL
152259,0
152261,0
152264,NULL
152267,0
152269,0
152273,NULL
152276,NULL
152277,0
152278,0
152280,NULL
152282,0
152287,0
152288,0
152291,0
152309,NULL
152316,0
152317,0
152321,0
152322,1
152323,NULL
152327,0
152331,0
152332,1
152334,NULL
152337,0
152340,0
152342,0
152346,0
152350,0
152352,0
152353,0
152363,NULL
152367,0
152371,0
152372,0
152375,0
152376,0
152379,0
152385,0
152390,0
152391,0
152394,0
152398,0
152402,0
152405,0
152411,0
152417,1
152424,1
152426,1
152430,0
152431,0
152434,0
152436,1
152439,0
152440,0
152441,0
152443,0
152453,0
152454,NULL
152456,0
152467,1
152470,0
152478,NULL
152481,0
152484,0
152486,NULL
152491,NULL
152494,0
152496,NULL
152497,0
152498,NULL
152501,0
152511,0
152514,0
152516,0
152518,NULL
152519,0
152521,0
152524,NULL
152525,0
152526,0
152527,0
152534,0
152536,0
152540,NULL
152547,0
152550,0
152554,NULL
152559,0
152560,0
152564,0
152566,NULL
152567,NULL
152571,0
152572,0
152573,0
152576,0
152578,0
152580,NULL
152582,0
152583,1
152587,0
152589,NULL
152594,1
152596,0
152600,0
152604,0
152605,0
152606,0
152610,0
152615,0
152617,0
152621,0
152623,0
152625,0
152630,0
152639,0
152641,0
152647,0
152649,0
152651,NULL
152652,0
152653,0
152656,0
152657,0
152659,NULL
152660,0
152661,0
152667,0
152669,0
152670,0
152674,0
152676,0
152681,0
152682,0
152685,0
152689,0
152695,0
152702,0
152707,0
152709,0
152715,NULL
152716,0
152719,0
152726,0
152729,NULL
152742,0
152743,NULL
152747,0
152748,0
152752,0
152757,NULL
152761,NULL
152763,0
152767,0
152775,0
152776,NULL
152780,0
152787,NULL
152795,0
152801,NULL
152803,0
152804,NULL
152811,NULL
152813,0
152825,NULL
152828,0
152839,0
152841,NULL
152847,1
152848,NULL
152854,0
152855,NULL
152859,0
152868,1
152869,1
152870,1
152872,0
152880,0
152885,0
152886,NULL
152900,NULL
152901,0
152902,0
152905,0
152906,1
152912,0
152913,0
152919,0
152920,0
152924,0
152928,0
152930,0
152939,0
152943,0
152947,0
152950,0
152952,0
152953,0
152954,0
152966,NULL
152967,0
152970,NULL
152972,0
152973,0
152977,0
152982,0
152985,0
152987,0
152990,0
152999,NULL
153000,NULL
153013,0
153014,0
153015,1
153020,NULL
153021,0
153048,0
153049,0
153050,0
153055,0
153059,0
153060,0
153063,0
153065,NULL
153068,NULL
153072,NULL
153076,NULL
153078,NULL
153081,0
153083,0
153090,0
153096,0
153098,0
153099,NULL
153100,NULL
153104,0
153109,0
153114,0
153115,0
153120,NULL
153123,NULL
153130,0
153131,0
153134,0
153142,0
153148,NULL
153151,0
153155,0
153158,0
153165,NULL
153166,0
153167,0
153171,0
153173,NULL
153179,1
153180,0
153184,0
153194,NULL
153206,0
153207,0
153208,0
153231,0
153232,NULL
153237,0
153250,NULL
153253,0
153255,0
153256,0
153264,NULL
153268,NULL
153270,0
153277,0
153278,0
153286,0
153288,1
153292,0
153294,NULL
153299,0
153302,0
153304,0
153308,0
153314,0
153316,0
153317,1
153320,1
153321,1
153322,0
153325,0
153333,NULL
153337,0
153343,NULL
153346,0
153352,NULL
153353,0
153356,NULL
153357,0
153358,0
153362,0
153367,0
153370,1
153373,0
153379,0
153398,0
153402,NULL
153405,0
153406,0
153410,NULL
153414,0
153417,NULL
153418,NULL
153419,0
153422,1
153423,0
153427,0
153434,0
153436,NULL
153438,0
153439,NULL
153441,0
153442,0
153445,0
153452,0
153456,0
153457,0
153461,0
153463,0
153464,0
153466,0
153467,0
153469,0
153470,0
153471,0
153474,0
153483,0
153485,0
153486,0
153487,0
153497,0
153498,0
153499,0
153512,0
153515,NULL
153516,0
153518,NULL
153521,NULL
153523,0
153524,0
153530,0
153532,0
153536,NULL
153538,0
153543,0
153551,NULL
153554,NULL
153562,NULL
153563,0
153564,1
153567,NULL
153570,NULL
153572,NULL
153589,0
153596,0
153603,0
153607,NULL
153611,NULL
153612,0
153613,0
153615,0
153617,0
153622,0
153626,1
153627,0
153629,0
153630,0
153635,1
153638,0
153645,0
153647,0
153649,0
153652,1
153655,0
153656,0
153661,0
153664,0
153666,0
153671,0
153679,0
153684,0
153688,NULL
153692,0
153694,0
153696,0
153699,0
153709,0
153714,0
153716,0
153718,NULL
153722,NULL
153723,NULL
153724,NULL
153727,0
153728,0
153729,1
153733,0
153749,0
153750,0
153752,NULL
153755,0
153758,0
153760,0
153763,0
153766,0
153769,0
153771,NULL
153780,0
153787,0
153788,NULL
153791,1
153799,0
153805,0
153806,NULL
153807,NULL
153812,0
153814,0
153818,NULL
153820,0
153826,0
153832,0
153833,0
153836,0
153838,0
153846,NULL
153848,0
153852,0
153854,0
153856,0
153862,NULL
153864,NULL
153867,0
153869,0
153879,NULL
153880,0
153887,0
153894,1
153903,0
153908,0
153917,0
153919,NULL
153931,0
153934,0
153937,0
153939,0
153940,NULL
153944,NULL
153953,0
153957,0
153959,0
153961,0
153963,NULL
153967,NULL
153969,0
153974,NULL
153975,0
153977,0
153985,0
153987,0
153988,0
153990,0
153992,0
153993,1
153996,NULL
153998,0
154000,NULL
154001,1
154002,0
154007,NULL
154008,0
154011,0
154018,0
154020,NULL
154021,NULL
154023,0
154027,0
154031,0
154032,NULL
154034,0
154041,1
154048,0
154049,0
154054,NULL
154055,0
154064,0
154075,0
154076,NULL
154081,1
154082,0
154084,0
154085,NULL
154087,0
154088,0
154089,1
154095,NULL
154102,0
154107,0
154109,0
154123,0
154129,NULL
154130,0
154131,NULL
154132,0
154138,0
154142,0
154144,0
154145,0
154148,0
154154,0
154155,0
154161,0
154162,NULL
154163,0
154166,NULL
154168,1
154169,0
154170,NULL
154175,0
154177,0
154181,1
154185,NULL
154187,0
154195,NULL
154198,0
154199,0
154202,0
154204,NULL
154209,0
154210,0
154213,NULL
154217,0
154218,0
154223,0
154228,0
154229,0
154230,0
154234,0
154239,0
154242,0
154247,0
154250,0
154251,NULL
154255,1
154259,NULL
154261,0
154262,NULL
154272,0
